course_identifier,course_name,subject_code,subject_name,school_code,school_name,section,call_number,instructors,enrollment_count,enrollment_max,enrollment_status,days_times,mil_time_from,mil_time_to
SOCWT7803,HOMELESSNESS POLICY,SOCW,,SSOC,,Z40,15878,Frederick Shack,25,25,F,T 6:20PM-8:10PM,18:20,20:10
SOCWT7622,Developmental Trauma: Core Principles and Practice,SOCW,,SSOC,,Z40,17865,Ellen Rondina,16,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT6002,TUTORIAL,SOCW,,SSOC,,006,18052,Susan S Witte,,15,O,,,
SOCWT7615,SUICIDE & ADVANCED DBT TOPICS,SOCW,,SSOC,,Z40,15877,Lyndsi Bodtmann,5,15,O,T 9:00AM-10:50AM,09:00,10:50
SOCWT7613,ADVANCED DBT SEMINAR,SOCW,,SSOC,,Z40,15876,Michael A Bodtmann,5,5,F,T 6:20PM-8:10PM,18:20,20:10
SOCWT7604,ASSESSMENT AND TREATMENT OF SUICIDAL BEHAVIOR,SOCW,,SSOC,,Z40,15875,Siddhi Patel,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT7601,INTRODUCTION TO DBT SKILLS,SOCW,,SSOC,,001,15874,Kitama S Cahill-Jackson,25,25,F,T 6:20PM-8:10PM,18:20,20:10
SOCWT7600,Introduction to DBT,SOCW,,SSOC,,Z40,15873,Lucy A Nonas-Barnes,25,25,F,W 10:00AM-11:50AM,10:00,11:50
SOCWT7507,Advanced Research Methods and Statistics Lab,SOCW,,SSOC,,Z40,15872,Xiaoning Huang,14,25,O,M 8:30PM-9:30PM,20:30,21:30
SOCWT7506,Advanced Research Methods and Statistics,SOCW,,SSOC,,Z40,15871,Xiaoning Huang,14,25,O,M 6:20PM-8:10PM,18:20,20:10
SOCWT7501,CLINICAL CASE EVALUATION,SOCW,,SSOC,,D20,15870,Nino Makharadze,28,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT7501,CLINICAL CASE EVALUATION,SOCW,,SSOC,,Z40,17777,Leny Bolivar,5,25,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT7501,CLINICAL CASE EVALUATION,SOCW,,SSOC,,001,15868,Michelle A Salvaggio,12,25,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT7501,CLINICAL CASE EVALUATION,SOCW,,SSOC,,002,15869,Leny Bolivar,12,25,O,T 9:00AM-10:50AM,09:00,10:50
SOCWT7403,PSYCHEDELIC-ASSISTED THERAPY (P.A.T.) CLINICAL SEMINAR,SOCW,,SSOC,,001,15867,Brooke Stott,23,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT7401,PSYCHEDELIC-ASSISTED THERAPY II,SOCW,,SSOC,,001,15866,Heidi L Allen,24,25,O,T 11:10AM-1:00PM,11:10,13:00
SOCWT0013,SPRING ORIENTATION,SOCW,,SSOC,,001,10011,,12,500,O,,,
SOCWT7340,EVIDENCE BASED PRACTICE,SOCW,,SSOC,,Z40,15865,Amy S Kapadia,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,D20,15862,Noel Ramirez,20,25,O,T 11:10AM-1:00PM,11:10,13:00
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,D21,15863,Katherine A Segal,18,25,O,W 8:30PM-10:20PM,20:30,22:20
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,D22,15864,Amira Martin,14,25,O,R 8:30PM-10:20PM,20:30,22:20
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,001,15859,Lorraine M Pirro,25,25,F,R 6:20PM-8:10PM,18:20,20:10
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,002,15860,Pascale Jean-Noel,25,25,F,T 6:20PM-8:10PM,18:20,20:10
SOCWT7320,ADULT PSYCHPATH/PATHWAY-WELLNS,SOCW,,SSOC,,003,15861,Lorraine M Pirro,25,25,F,T 4:10PM-6:00PM,16:10,18:00
SOCWT7315,FINANCIAL MANAGEMENT FOR IPP,SOCW,,SSOC,,001,15858,Joanne Toran,,25,O,T 9:00AM-10:50AM,09:00,10:50
SOCWT7314,SPIRITUALITY/SOCIAL WORK PRAC,SOCW,,SSOC,,Z40,15857,Frederick Streets,25,25,F,R 6:20PM-8:10PM,18:20,20:10
SOCWT7313,DEMENTIA,SOCW,,SSOC,,D20,15856,Ada C Mui,26,35,O,M 6:20PM-8:10PM,18:20,20:10
SOCWT7313,DEMENTIA,SOCW,,SSOC,,001,15855,Lucia H Mc Bee,25,25,F,T 4:10PM-6:00PM,16:10,18:00
SOCWT7312,SW PRAC-LES/GAY/BI/TRANS CLIENTS,SOCW,,SSOC,,001,15854,Kelsey G Reeder,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT7311,SW PRAC & GENDER-BASED VIOLENCE,SOCW,,SSOC,,D21,15853,Aditi Bhattacharya,11,25,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT7311,SW PRAC & GENDER-BASED VIOLENCE,SOCW,,SSOC,,001,15850,Bushra S Husain,16,25,O,T 6:20PM-8:10PM,18:20,20:10
SOCWT7311,SW PRAC & GENDER-BASED VIOLENCE,SOCW,,SSOC,,002,15851,Verena Salvi,22,25,O,W 10:00AM-11:50AM,10:00,11:50
SOCWT7305,HUMAN SEXUALITY,SOCW,,SSOC,,Z40,15849,Gabriel San Emeterio,25,25,F,W 2:00PM-3:50PM,14:00,15:50
SOCWT7302,SOCIAL WORK PRACTICE IN ALCOHOL AND SUBSTANCE USE,SOCW,,SSOC,,D20,15847,Jeffrey E Diaz,12,25,O,R 6:20PM-8:10PM,18:20,20:10
SOCWT7302,SOCIAL WORK PRACTICE IN ALCOHOL AND SUBSTANCE USE,SOCW,,SSOC,,D21,15848,Jeffrey E Diaz,24,25,O,W 4:10PM-6:00PM,16:10,18:00
SOCWT7302,SOCIAL WORK PRACTICE IN ALCOHOL AND SUBSTANCE USE,SOCW,,SSOC,,001,15844,Andrew Hamid,25,25,F,T 4:10PM-6:00PM,16:10,18:00
SOCWT7302,SOCIAL WORK PRACTICE IN ALCOHOL AND SUBSTANCE USE,SOCW,,SSOC,,002,15845,Anthony Zenkus,23,25,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT7302,SOCIAL WORK PRACTICE IN ALCOHOL AND SUBSTANCE USE,SOCW,,SSOC,,003,15846,Andrew Hamid,25,25,F,W 6:20PM-8:10PM,18:20,20:10
SOCWT7144,SEMINAR ON POLICY PRACTICE II,SOCW,,SSOC,,D20,15843,Mashura Akilova,10,25,O,T 4:10PM-6:00PM,16:10,18:00
SOCWT7144,SEMINAR ON POLICY PRACTICE II,SOCW,,SSOC,,001,15842,Mashura Akilova,17,25,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT0008,MOTIVATIONAL INTERVIEWING LAB,SOCW,,SSOC,,Z40,15660,Andrew Hamid,18,18,F,M 6:20PM-8:10PM,18:20,20:10
SOCWT0008,MOTIVATIONAL INTERVIEWING LAB,SOCW,,SSOC,,Z41,15661,Shuronia N Johnson,7,18,O,M 6:20PM-8:10PM,18:20,20:10
SOCWT0008,MOTIVATIONAL INTERVIEWING LAB,SOCW,,SSOC,,Z42,15662,Kyndra D Frazier,18,18,F,M 6:20PM-8:10PM,18:20,20:10
SOCWT0008,MOTIVATIONAL INTERVIEWING LAB,SOCW,,SSOC,,Z43,15663,Bing Ji,13,18,O,T 8:30PM-10:20PM,20:30,22:20
SOCWT0008,MOTIVATIONAL INTERVIEWING LAB,SOCW,,SSOC,,Z44,15664,Danielle Azzarelli,18,18,F,R 6:20PM-8:10PM,18:20,20:10
SOCWT713B,TOPICS IN INTEGRATED PRACTICE & PROGRAMMING,SOCW,,SSOC,,D20,15840,Amy S Kapadia,17,25,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT713B,TOPICS IN INTEGRATED PRACTICE & PROGRAMMING,SOCW,,SSOC,,D21,15841,Lyudmila E Kim,12,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT713B,TOPICS IN INTEGRATED PRACTICE & PROGRAMMING,SOCW,,SSOC,,001,15973,Susan S Witte,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT713B,TOPICS IN INTEGRATED PRACTICE & PROGRAMMING,SOCW,,SSOC,,002,15952,Sarah R Feeney,14,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT713A,PROPOSAL DEVELOPMENT,SOCW,,SSOC,,D20,15839,Yamile M Marti Haidar,29,25,F,W 2:00PM-3:50PM,14:00,15:50
SOCWT713A,PROPOSAL DEVELOPMENT,SOCW,,SSOC,,001,15837,Katherine K Tineo,23,23,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT713A,PROPOSAL DEVELOPMENT,SOCW,,SSOC,,002,15838,Anna M Hedrick,14,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT712B,TOPICS IN LEADERSHIP MANAGEMENT AND ENTREPRENEURSHIP - B TERM,SOCW,,SSOC,,D20,15836,Jeanette Takamura,18,23,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT712B,TOPICS IN LEADERSHIP MANAGEMENT AND ENTREPRENEURSHIP - B TERM,SOCW,,SSOC,,001,15835,Monique Jethwani,17,23,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT712A,TOPICS IN LEADERSHIP MANAGEMENT AND ENTREPRENEURSHIP - A TERM,SOCW,,SSOC,,D20,15834,Murali D Nair,16,23,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT712A,TOPICS IN LEADERSHIP MANAGEMENT AND ENTREPRENEURSHIP - A TERM,SOCW,,SSOC,,001,15833,Gabrielle A Gilliam,18,23,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT7125,FINANCIAL MANAGEMENT,SOCW,,SSOC,,D20,15832,Jordana Rutigliano,24,25,O,W 4:10PM-6:00PM,16:10,18:00
SOCWT7125,FINANCIAL MANAGEMENT,SOCW,,SSOC,,001,15831,Monica L Foote,12,25,O,T 9:00AM-10:50AM,09:00,10:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D20,15824,Natalie Ginsburg,25,25,F,M 8:30PM-10:20PM,20:30,22:20
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D21,15825,Hilary A Bucell,23,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D23,15826,Kimberly Grocher,24,25,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D24,15827,Christine B Carville,23,25,O,T 4:10PM-6:00PM,16:10,18:00
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D25,15828,Kathleen M O'Hara,,25,O,T 6:20PM-8:10PM,18:20,20:10
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D26,15829,Zaneta M Gileno,22,25,O,T 8:30PM-10:20PM,20:30,22:20
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,D27,15830,Murali D Nair,19,25,O,W 8:30PM-10:20PM,20:30,22:20
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,001,15947,Jarron R Magallanes,25,25,F,T 9:00AM-10:50AM,09:00,10:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,002,15813,Mary Diorio,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,003,15814,Lucia H Mc Bee,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,004,15815,Rosa Bramble,14,25,O,T 4:10PM-6:00PM,16:10,18:00
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,005,15816,Timothy J Bustle,22,25,O,T 6:20PM-8:10PM,18:20,20:10
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,006,15817,Richard Beck,14,25,O,W 9:00AM-10:50AM,09:00,10:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,007,15818,Elwin Wu,34,35,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,008,15819,Alissa C Silverstein,21,25,O,W 4:10PM-6:00PM,16:10,18:00
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,009,15820,Natalie Mena,16,25,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,010,15821,Samantha G Schindelheim,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,011,15822,Helaine C Ciporen,,25,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,012,15823,Mary E Sormanti,12,25,O,T 2:00PM-3:50PM,14:00,15:50
SOCWT711B,TOPICS IN ADVANCED CLINICAL PRACTICE - B TERM,SOCW,,SSOC,,013,16805,Keren M Ludwig,25,25,F,W 10:00AM-11:50AM,10:00,11:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D20,15806,Julia C Colangelo,25,25,F,M 8:30PM-10:20PM,20:30,22:20
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D21,15807,Yamile M Marti Haidar,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D22,15808,Julia C Colangelo,22,25,O,T 11:10AM-1:00PM,11:10,13:00
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D23,15968,Kimberly Grocher,25,25,F,W 6:20PM-8:10PM,18:20,20:10
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D24,15969,Christine B Carville,22,25,O,T 4:10PM-6:00PM,16:10,18:00
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D25,15811,Kathleen M O'Hara,6,25,O,T 6:20PM-8:10PM,18:20,20:10
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,D27,15812,Zaneta M Gileno,25,25,F,W 8:30PM-10:20PM,20:30,22:20
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,001,15795,Chantelle J Doswell,25,25,F,T 9:00AM-10:50AM,09:00,10:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,002,15796,Victoria Rodriguez,25,25,F,T 9:00AM-10:50AM,09:00,10:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,003,15797,Susan S Witte,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,004,15798,Mary E Sormanti,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,005,15799,Giorgio Handman,21,25,O,T 6:20PM-8:10PM,18:20,20:10
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,006,15800,Richard Beck,19,25,O,W 9:00AM-10:50AM,09:00,10:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,007,15801,Lindsay Chester,25,25,F,W 2:00PM-3:50PM,14:00,15:50
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,008,15802,Andrew Hamid,25,25,F,W 4:10PM-6:00PM,16:10,18:00
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,009,15803,Natalie Ginsburg,25,25,F,W 6:20PM-8:10PM,18:20,20:10
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,010,15804,Samantha G Schindelheim,25,25,F,T 11:10AM-1:00PM,11:10,13:00
SOCWT711A,TOPICS IN ADVANCED CLINICAL PRACTICE - A TERM,SOCW,,SSOC,,011,15805,Elwin Wu,14,15,O,W 2:00PM-3:50PM,14:00,15:50
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D20,15787,John G Robertson,7,25,O,W 4:00PM-7:00PM,16:00,19:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D21,15788,Peter Maugeri,24,25,O,R 7:00PM-10:00PM,19:00,22:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D22,15789,Elise M Verdooner,22,25,O,R 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D23,15790,Jairo Hoyos,24,25,O,W 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D24,15791,Harry Schiffman,21,25,O,W 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D25,15792,Samantha C Winter,12,25,O,R 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D26,15967,Marcella J Tillett,13,25,O,W 5:00PM-8:00PM,17:00,20:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,D27,15793,Mindy Chen,24,25,O,M 7:00PM-10:00PM,19:00,22:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,001,15776,Ovita F Williams,25,25,F,W 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,002,15777,Tonika Boston,9,25,O,R 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,003,15778,Alexandra Seals,25,25,F,W 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,004,15779,Brooke S West,25,25,F,R 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,005,15780,Alexandra Seals,25,25,F,R 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,006,15781,Jaime Estades,25,25,F,R 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,007,15782,Russell A Baptist,25,25,F,R 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,008,15783,Katrina Balovlenkov,25,25,F,W 2:00PM-5:00PM,14:00,17:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,009,15784,Maurice Lacey,16,25,O,R 9:00AM-12:00PM,09:00,12:00
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,010,15785,Robin T Kelley,25,25,F,W 5:10PM-8:10PM,17:10,20:10
SOCWT7103,ADVOCACY IN SW PRACTICE,SOCW,,SSOC,,011,15786,Eishelle Tillery,17,25,O,R 2:00PM-5:00PM,14:00,17:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D20,15766,Typhani D Carter,24,24,F,W 7:00PM-10:00PM,19:00,22:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D21,15767,Maria Del Mar Farina,24,24,F,M 7:00PM-10:00PM,19:00,22:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D22,15768,Sarah E Strole,22,24,O,R 7:00PM-10:00PM,19:00,22:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D23,15771,Jessica Chock-Goldman,8,24,O,W 5:00PM-8:00PM,17:00,20:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D24,15772,Rachel M Goldsmith,7,24,O,W 4:00PM-7:00PM,16:00,19:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D25,15966,Gerardine Mareus,10,24,O,W 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D26,15774,Foluso O Otuyelu,24,24,F,R 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,D27,15775,Josephine L Torielli,20,24,O,R 2:00PM-5:00PM,14:00,17:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,001,15755,Laura Miller,24,24,F,W 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,002,15756,Moradeyo Adeyi,24,24,F,R 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,003,15757,Gariy Livshits,24,24,F,W 5:10PM-8:10PM,17:10,20:10
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,004,15758,Craig S Schwalbe,24,24,F,R 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,005,15759,Chantelle J Doswell,21,24,O,R 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,006,15760,Helodia Dastine,24,24,F,W 2:00PM-5:00PM,14:00,17:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,007,15761,Jillian Tucker,25,24,F,R 2:00PM-5:00PM,14:00,17:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,008,15762,Josephine L Torielli,25,24,F,W 9:00AM-12:00PM,09:00,12:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,009,15763,Monica A Joseph,24,24,F,R 2:00PM-5:00PM,14:00,17:00
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,010,15764,Michelle Sanderson,24,24,F,R 5:10PM-8:10PM,17:10,20:10
SOCWT7102,SOCIAL WORK PRACTICE II,SOCW,,SSOC,,011,15765,Tonika Boston,13,24,O,R 2:00PM-5:00PM,14:00,17:00
SOCWT7100,FOUNDATIONS OF SW PRACTICE,SOCW,,SSOC,,001,15751,Ife Lenard,16,18,O,W 9:00AM-12:00PM,09:00,12:00
SOCWT7100,FOUNDATIONS OF SW PRACTICE,SOCW,,SSOC,,002,15752,Zelaika Clarke,18,18,F,R 2:00PM-5:00PM,14:00,17:00
SOCWT7100,FOUNDATIONS OF SW PRACTICE,SOCW,,SSOC,,003,15753,Krystal Miller,11,18,O,R 9:00AM-12:00PM,09:00,12:00
SOCWT0006,CHILD ABUSE REPORTING EDUCATION,SOCW,,SSOC,,Z41,15903,Richard T Hara,27,500,O,,,
SOCWT6801,SOCIAL WELFARE POLICY,SOCW,,SSOC,,D20,15749,Jason Harley,9,23,O,W 8:30PM-10:20PM,20:30,22:20
SOCWT6801,SOCIAL WELFARE POLICY,SOCW,,SSOC,,D21,15750,Laurie Maldonado,12,23,O,R 9:00AM-10:50AM,09:00,10:50
SOCWT6801,SOCIAL WELFARE POLICY,SOCW,,SSOC,,001,15746,Tiffany Younger,22,23,O,R 2:00PM-3:50PM,14:00,15:50
SOCWT6801,SOCIAL WELFARE POLICY,SOCW,,SSOC,,002,15747,Raysa Segura-Rodriguez,8,23,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT6801,SOCIAL WELFARE POLICY,SOCW,,SSOC,,003,15748,Ash Cole,11,23,O,R 11:10AM-1:00PM,11:10,13:00
SOCWT6724,RESTORATIVE JUSTICE THEORY AND PRACTICE,SOCW,,SSOC,,D20,15745,Vivianne Guevara,13,25,O,T 8:30PM-10:20PM,20:30,22:20
SOCWT6724,RESTORATIVE JUSTICE THEORY AND PRACTICE,SOCW,,SSOC,,001,15744,Sethu L Nair,25,25,F,T 6:20PM-8:10PM,18:20,20:10
SOCWT6722,FORENSIC SOCIAL WORK,SOCW,,SSOC,,D20,15743,Rachelle Williams,25,25,F,R 6:20PM-8:10PM,18:20,20:10
SOCWT6722,FORENSIC SOCIAL WORK,SOCW,,SSOC,,001,15742,Jenny G Crawford,25,25,F,T 2:00PM-3:50PM,14:00,15:50
SOCWT6720,RACE & REPRESENTATION IN CRIMNAL JUSTICE,SOCW,,SSOC,,Z40,15741,Kimberly D Westcott,25,25,F,M 6:20PM-8:10PM,18:20,20:10
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D20,15734,Terri L Wilder,24,25,O,W 6:20PM-8:10PM,18:20,20:10
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D21,15735,Amanda L Levering,21,25,O,T 8:30PM-10:20PM,20:30,22:20
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D22,15736,Onleilove Alston,14,25,O,W 10:00AM-11:50AM,10:00,11:50
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D23,15737,Antoinette Grier,12,25,O,W 8:30PM-10:20PM,20:30,22:20
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D24,15964,Tiffany C Rice,10,25,O,R 2:00PM-3:50PM,14:00,15:50
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D25,15965,Eva C Haldane,25,25,F,R 6:20PM-8:10PM,18:20,20:10
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,D26,17126,Samantha C Winter,7,25,O,W 9:00AM-10:50AM,09:00,10:50
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,002,15723,Charles Lea,25,25,F,W 2:00PM-3:50PM,14:00,15:50
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,003,15724,Durrell M Washington,25,25,F,W 4:10PM-6:00PM,16:10,18:00
SOCWT660C,TOPICS IN HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT - C TERM,SOCW,,SSOC,,004,15725,Anthony Zenkus,25,25,F,W 6:20PM-8:10PM,18:20,20:10
