course_identifier,course_name,subject_code,subject_name,school_code,school_name,section,call_number,instructors,enrollment_count,enrollment_max,enrollment_status,days_times,mil_time_from,mil_time_to
AFASW4033,HARLEM AND HAITI,AFAS,,SAS,,001,11354,Edwidge Danticat,9,12,O,R 2:10PM-4:00PM,14:10,16:00
AFASW3943,Senior Pro Seminar,AFAS,,SAS,,001,13522,Farah Griffin,6,12,O,W 12:10PM-2:00PM,12:10,14:00
AFASC3930,TOPICS IN THE BLACK EXPERIENCE,AFAS,,SAS,,002,19851,Nyle Fort,1,12,O,M 12:10PM-2:00PM,12:10,14:00
AFASC3901,INDEPENDENT STDY-UNDERGRADUATE,AFAS,,SAS,,001,11366,Farah Griffin,1,3,O,,,
AFASC3901,INDEPENDENT STDY-UNDERGRADUATE,AFAS,,SAS,,002,11367,Brandi Summers,1,3,O,,,
AFASC3901,INDEPENDENT STDY-UNDERGRADUATE,AFAS,,SAS,,003,19931,Frank Guridy,,3,O,,,
AFASW3007,Listening to Hip Hop,AFAS,,SAS,,001,20055,Ellie Hisama,8,12,O,M 2:10PM-4:00PM,14:10,16:00
AFASW3002,Image Matters: Writing With Photographs from the African Diaspora,AFAS,,SAS,,001,13373,Edwidge Danticat,8,12,O,T 2:10PM-4:00PM,14:10,16:00
AFASC1010,INTRO-AFR-AMER STUDIES - DISC,AFAS,,SAS,,001,20195,Nyle Fort,28,30,O,T 10:00AM-10:50AM,10:00,10:50
AFASC1010,INTRO-AFR-AMER STUDIES - DISC,AFAS,,SAS,,002,20196,"Jennifer M Harley, Nyle Fort",30,30,F,W 1:10PM-2:00PM,13:10,14:00
AFASC1010,INTRO-AFR-AMER STUDIES - DISC,AFAS,,SAS,,003,20197,"Abdul-Qadir Islam, Nyle Fort",32,30,F,R 2:00PM-2:50PM,14:00,14:50
AFASC1010,INTRO-AFR-AMER STUDIES - DISC,AFAS,,SAS,,004,20198,"Dane Peters, Nyle Fort",14,30,O,F 10:10AM-10:50AM,10:10,10:50
AFASW1002,Major Debates in African-American Studies,AFAS,,SAS,,001,11353,Jafari S Allen,13,12,F,W 12:10PM-2:00PM,12:10,14:00
AFASG6999,THESIS RESEARCH-GRADUATE,AFAS,,SAS,,001,11348,Brandi Summers,,6,O,,,
AFASG6100,AF-AM: PRO SEMINAR,AFAS,,SAS,,001,11344,Brandi Summers,,10,O,W 2:10PM-4:00PM,14:10,16:00
AFASG5555,Fieldwork/Internship Course in African American and African Diaspora Studies,AFAS,,SAS,,001,11370,,,5,O,,,
AFASW4998,INDEPENDENT STUDY-GRADUATE,AFAS,,SAS,,001,11368,Farah Griffin,,3,O,,,
AFASW4998,INDEPENDENT STUDY-GRADUATE,AFAS,,SAS,,002,11369,Brandi Summers,,3,O,,,
AFASW4998,INDEPENDENT STUDY-GRADUATE,AFAS,,SAS,,003,19930,Frank Guridy,1,3,O,,,
AFASG4990,AFR-AMER RESEARCH-WRITING,AFAS,,SAS,,001,11346,Rachel Grace Newman,2,12,O,R 2:10PM-4:00PM,14:10,16:00
AFASG4080,TOPICS IN THE BLACK EXPERIENCE,AFAS,,SAS,,001,11903,Rachel Grace Newman,13,15,O,T 12:10PM-2:00PM,12:10,14:00
AFASG4080,TOPICS IN THE BLACK EXPERIENCE,AFAS,,SAS,,002,11356,Jafari S Allen,5,12,O,T 12:10PM-2:00PM,12:10,14:00
AFASG4080,TOPICS IN THE BLACK EXPERIENCE,AFAS,,SAS,,004,18168,Guthrie Ramsey,2,12,O,W 12:10PM-2:00PM,12:10,14:00
AFASC1001,INTRO TO AFRICAN-AMER STUDIES,AFAS,,SAS,,001,11355,Nyle Fort,110,100,F,MW 2:40PM-3:55PM,14:40,15:55
AFRSBC3516,Environmental Humanities in the Global South,AFRS,,BCOL,,001,00745,Yvette Christianse,9,20,O,T 2:10PM-4:00PM,14:10,16:00
AFRSBC3160,Fanon’s Psychology of the Oppressed,AFRS,,BCOL,,001,00166,Colin Leach,12,20,O,W 2:10PM-4:00PM,14:10,16:00
AFRSBC3145,Black Women’s Histories in the United States,AFRS,,BCOL,,001,00219,Celia E Naylor,11,15,O,W 12:10PM-2:00PM,12:10,14:00
AFRSBC3110,THE AFRICANA COLLOQUIUM,AFRS,,BCOL,,001,00165,Celia E Naylor,2,15,O,W 4:10PM-6:00PM,16:10,18:00
AFRSBC3021,Queer Caribbean Critique,AFRS,,BCOL,,001,00115,Maja Horn,8,16,O,T 10:10AM-12:00PM,10:10,12:00
AFRSBC3010,Black Fashion and Dress Cultures,AFRS,,BCOL,,001,00220,Monica L Miller,21,20,F,T 10:10AM-12:00PM,10:10,12:00
AFRSBC2004,INTRODUCTN TO AFRICAN STUDIES,AFRS,,BCOL,,001,00113,Abosede A George,11,40,O,MW 11:40AM-12:55PM,11:40,12:55
AFENBC3815,SHANGE & DIGITAL STORYTELLING,AFEN,,BCOL,,001,00112,Kim F Hall,10,12,O,W 4:10PM-6:00PM,16:10,18:00
AFRSBC3998,SENIOR SEMINAR,AFRS,,BCOL,,001,00114,Monica L Miller,3,999,O,T 4:10PM-6:00PM,16:10,18:00
AFRSBC3550,QUEER HARLEM,AFRS,,BCOL,,001,00407,Maleda Belilgne,11,16,O,W 4:10PM-6:00PM,16:10,18:00
AFENBC3516,WATER WORLDS IN LITERARY IMAGINATION,AFEN,,BCOL,,001,01058,Yvette Christianse,9,20,O,R 2:10PM-4:00PM,14:10,16:00
AHISW3317,Shaping Renaissance Rome,AHIS,,SAS,,001,12343,Michael J Waters,12,12,F,T 2:10PM-4:00PM,14:10,16:00
AHISC3002,SENIOR THESIS,AHIS,,SAS,,001,12747,Branden W Joseph,6,12,O,M 2:10PM-4:00PM,14:10,16:00
AHISW3000,INTRO LIT/METHODS OF ART HIST,AHIS,,SAS,,001,12746,Zoe S Strother,5,12,O,M 10:10AM-12:00PM,10:10,12:00
AHISW2415,History Painting and Its Afterlives,AHIS,,SAS,,001,12318,Jonathan K Crary,19,25,O,TR 4:10PM-5:25PM,16:10,17:25
AHISV2412,18TH CENTURY ART IN EUROPE,AHIS,,SAS,,001,12316,Frederique Baumgartner,44,60,O,TR 10:10AM-11:25AM,10:10,11:25
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,001,20247,Julia M Carabatsos,13,12,F,T 4:10PM-5:00PM,16:10,17:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,002,20248,Julia M Carabatsos,11,12,O,T 5:10PM-6:00PM,17:10,18:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,003,20249,Mitra Kazemi,12,12,F,W 11:10AM-12:00PM,11:10,12:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,004,20250,Mitra Kazemi,12,12,F,W 12:10PM-1:00PM,12:10,13:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,005,20251,Heather P Nickels,1,12,O,R 10:10AM-11:00AM,10:10,11:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,006,20252,Heather P Nickels,11,12,O,R 11:10AM-12:00PM,11:10,12:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,007,20253,Carolina Luna,,12,O,R 11:10AM-12:00PM,11:10,12:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,008,20254,Carolina Luna,15,15,F,R 12:10PM-1:00PM,12:10,13:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,009,20255,Juul G Van Haver,4,12,O,M 9:10AM-10:00AM,09:10,10:00
AHISW2406,TWENTIETH CENTURY ART-DISC,AHIS,,SAS,,010,20256,Juul G Van Haver,13,12,F,M 10:10AM-11:00AM,10:10,11:00
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,001,12687,Alexander Alberro,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,002,12693,Zainab Bahrani,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,003,12694,Barry G Bergdoll,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,004,12695,Diane Bodart,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,005,12696,Julia Bryan-Wilson,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,006,12697,Gregory Bryda,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,007,12698,Zeynep Celik Alexander,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,008,12699,Michael Cole,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,009,12700,Jonathan K Crary,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,010,12702,Francesco De Angelis,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,013,12703,Noam M Elcott,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,015,12705,Meredith Gamer,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,016,12709,Anne Higonnet,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,017,12730,Elizabeth Hutchinson,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,018,12731,Kellie Jones,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,019,12732,Branden W Joseph,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,020,12733,Subhashini Kaligotla,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,021,12734,Holger A Klein,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,022,12735,Rosalind Krauss,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,023,12736,Janet L Kraynak,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,024,12737,Matthew P Mckelway,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,025,12738,Ioannis Mylonopoulos,2,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,026,12739,Eleonora Pistis,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,027,12740,Jonathan Reynolds,,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,029,12741,Avinoam Shalem,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,030,12742,Zoe S Strother,1,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,031,12743,Lisa Trever,4,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,032,12744,Michael J Waters,2,998,O,,,
AHISG9001,RESEARCH FOR ADVANCED STUDENTS,AHIS,,SAS,,033,12745,Jin Xu,2,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,001,12372,Alexander Alberro,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,002,12636,Zainab Bahrani,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,003,12637,Frederique Baumgartner,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,004,12638,Barry G Bergdoll,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,005,12639,Diane Bodart,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,006,12640,Julia Bryan-Wilson,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,007,12641,Gregory Bryda,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,008,12642,Zeynep Celik Alexander,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,009,12643,Michael Cole,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,010,12644,Jonathan K Crary,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,011,12645,Francesco De Angelis,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,013,12646,Rosalyn Deutsche,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,014,12647,Noam M Elcott,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,015,12648,David A Freedberg,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,016,12649,Meredith Gamer,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,017,12652,Anne Higonnet,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,018,12654,Elizabeth Hutchinson,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,019,12656,Kellie Jones,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,020,12658,Branden W Joseph,3,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,021,12659,Subhashini Kaligotla,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,022,12660,Holger A Klein,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,023,12662,Rosalind Krauss,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,024,12668,Janet L Kraynak,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,025,12669,Matthew P Mckelway,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,026,12670,Ioannis Mylonopoulos,2,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,027,12671,Eleonora Pistis,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,028,12672,John Rajchman,2,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,029,12673,Jonathan Reynolds,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,031,12676,Avinoam Shalem,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,032,12680,Zoe S Strother,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,033,12683,Lisa Trever,1,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,034,12684,Michael J Waters,,998,O,,,
AHISG9000,M.A. THESIS,AHIS,,SAS,,035,12685,Jin Xu,,998,O,,,
AHISG8812,Cities of Knowledge: Orientalizing Manhattan,AHIS,,SAS,,001,12371,"Avinoam Shalem, Ziad Jamaleddine",3,12,O,T 2:10PM-4:00PM,14:10,16:00
AHISG8643,Painting in Sixteenth-Century Japan,AHIS,,SAS,,001,12370,Matthew P Mckelway,3,12,O,T 4:10PM-6:00PM,16:10,18:00
AHISW2405,TWENTIETH CENTURY ART,AHIS,,SAS,,001,12313,Alexander Alberro,94,120,O,TR 2:40PM-3:55PM,14:40,15:55
AHISG8505,Photographies in Counterpoint,AHIS,,SAS,,001,12369,Zoe S Strother,11,10,F,T 10:10AM-12:00PM,10:10,12:00
AHISG8492,The Performative Object,AHIS,,SAS,,001,12367,Janet L Kraynak,9,12,O,W 12:10PM-2:00PM,12:10,14:00
AHISG8477,Approaches to American Material Culture,AHIS,,SAS,,001,13933,Elizabeth Hutchinson,11,12,O,W 2:10PM-4:00PM,14:10,16:00
AHISG8041,"AI, Imaging, Art",AHIS,,SAS,,001,13905,Noam M Elcott,10,12,O,R 10:10AM-12:00PM,10:10,12:00
AHISG8000,PROSEM-INTRO-STUDY OF ART HIST,AHIS,,SAS,,001,12366,Lisa Trever,6,12,O,W 10:10AM-12:00PM,10:10,12:00
AHISG5002,MA METHODS: COLLOQUIUM,AHIS,,SAS,,001,12360,Frederique Baumgartner,11,12,O,R 12:10PM-2:00PM,12:10,14:00
AHISG5000,CRITICAL COLLOQUIUM,AHIS,,SAS,,001,12359,Janet L Kraynak,9,12,O,R 12:10PM-2:00PM,12:10,14:00
AHISW4949,Architecture in the Age of Progress,AHIS,,SAS,,001,12358,Samuel Isenstadt,8,12,O,M 12:10PM-2:00PM,12:10,14:00
AHISW4762,Art and Archaeology of Immigrants in Chinese History,AHIS,,SAS,,001,12357,Jin Xu,7,12,O,W 4:10PM-6:00PM,16:10,18:00
AHISW4722,"Medieval Art, Craft, Science",AHIS,,SAS,,001,12915,Gregory Bryda,11,12,O,M 10:10AM-12:00PM,10:10,12:00
AHISW2220,Medieval Architecture Disc. Section,AHIS,,SAS,,001,20306,Sanja Savic,11,15,O,W 4:10PM-5:00PM,16:10,17:00
AHISW2220,Medieval Architecture Disc. Section,AHIS,,SAS,,002,20307,Beatrice Mognon,12,15,O,R 3:10PM-4:00PM,15:10,16:00
AHISW2220,Medieval Architecture Disc. Section,AHIS,,SAS,,003,20308,Jessica A Lane,5,15,O,F 10:10AM-11:00AM,10:10,11:00
AHISW4546,GILLES DELEUZE:THINKING IN ART,AHIS,,SAS,,001,12355,John Rajchman,20,30,O,M 2:10PM-4:00PM,14:10,16:00
AHISW4093,Sacred Space in South Asia,AHIS,,SAS,,001,12354,Subhashini Kaligotla,22,60,O,TR 10:10AM-11:25AM,10:10,11:25
AHISW4062,Chinese Art: Center and Periphery,AHIS,,SAS,,001,12353,Jin Xu,38,60,O,MW 2:40PM-3:55PM,14:40,15:55
AHISW4044,NEO-DADA AND POP ART,AHIS,,SAS,,001,12352,Branden W Joseph,40,60,O,MW 4:10PM-5:25PM,16:10,17:25
AHISW4022,MDVL ART I: LATE ANT-BYZ-DISC,AHIS,,SAS,,001,20314,Brooke H Wrubel,,15,O,T 9:10AM-10:00AM,09:10,10:00
AHISW4022,MDVL ART I: LATE ANT-BYZ-DISC,AHIS,,SAS,,002,20315,Rhea C Stark,,15,O,W 4:10PM-5:00PM,16:10,17:00
AHISW4021,Medieval Art I: ca. 280–1453 CE,AHIS,,SAS,,001,12351,Holger A Klein,25,60,O,MW 2:40PM-3:55PM,14:40,15:55
AHISW3623,The Wall Paintings of China,AHIS,,SAS,,001,13525,Yi-Bang Li,8,12,O,R 4:10PM-6:00PM,16:10,18:00
AHISW3613,Temples of Kyoto,AHIS,,SAS,,001,12349,"Matthew P Mckelway, David L Moerman",10,12,O,M 4:10PM-6:00PM,16:10,18:00
AHISW3466,AIDS Is Contemporary,AHIS,,SAS,,001,12348,Julia Bryan-Wilson,15,14,F,T 4:10PM-6:00PM,16:10,18:00
AHISC3413,NINETEENTH-CENTURY CRITICISM,AHIS,,SAS,,001,12344,Jonathan K Crary,8,10,O,M 4:10PM-6:00PM,16:10,18:00
AHISW2219,Medieval Architecture in Europe,AHIS,,SAS,,001,13610,Stefaan Van Liefferinge,29,60,O,TR 4:10PM-5:25PM,16:10,17:25
ENGLZ0850,INTL TEACHING FELLOWS TRAINING,ENGL,,SPEC,,001,10820,Lydia Fass,10,10,F,MW 6:10PM-8:00PM,18:10,20:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,001,10815,"Carolyn Dunn, Christopher Collins, Tristan Thorne",6,14,O,MT 11:10AM-2:00PM,11:10,14:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,001,10815,"Carolyn Dunn, Christopher Collins, Tristan Thorne",6,14,O,WF 10:10AM-1:00PM,10:10,13:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,002,10816,"Lydia Fass, Paula Bassoff, Carolyn Saylor-Loof",9,14,O,M 2:10PM-5:00PM,14:10,17:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,002,10816,"Lydia Fass, Paula Bassoff, Carolyn Saylor-Loof",9,14,O,T 1:10PM-4:00PM,13:10,16:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,003,10817,"Lal Horan, Lois Darlington, Brittany Ober",6,14,O,M 1:10PM-4:00PM,13:10,16:00
ENGLZ0012,AMER 12 PT PROG INTENSIVE,ENGL,,SPEC,,003,10817,"Lal Horan, Lois Darlington, Brittany Ober",6,14,O,T 2:10PM-5:00PM,14:10,17:00
ENGLZ0006,ACADEMIC WRITING,ENGL,,SPEC,,001,10813,Matthew Morley,11,11,F,MWR 6:10PM-8:25PM,18:10,20:25
ENGLZ0006,ACADEMIC WRITING,ENGL,,SPEC,,002,10814,Amable Custodio Ribeiro,11,11,F,MWR 6:10PM-8:25PM,18:10,20:25
ENGLZ0005,ACADEMIC WRITING,ENGL,,SPEC,,001,10809,Barbara Kruchin,10,11,O,MTR 9:10AM-11:25AM,09:10,11:25
ENGLZ0005,ACADEMIC WRITING,ENGL,,SPEC,,002,10810,Andrija Matic,9,11,O,MTR 9:10AM-11:25AM,09:10,11:25
ENGLZ0005,ACADEMIC WRITING,ENGL,,SPEC,,003,10812,Rainie Zhang,11,11,F,MT 9:10AM-11:25AM,09:10,11:25
ENGLZ0005,ACADEMIC WRITING,ENGL,,SPEC,,003,10812,Rainie Zhang,11,11,F,R 9:10AM-11:25AM,09:10,11:25
ENGLZ0003,LISTEN & SPEAK FOR INT'L STUDS,ENGL,,SPEC,,001,10808,Lois Darlington,8,14,O,MW 6:10PM-8:00PM,18:10,20:00
AMSTBC4500,Eugenics,AMST,,BCOL,,001,01158,Dani Joslyn,5,16,O,M 4:10PM-6:00PM,16:10,18:00
AMSTW4300,Latina/o/x NY,AMST,,BCOL,,001,00222,Lisa Jahn,10,15,O,R 2:10PM-4:00PM,14:10,16:00
AMSTBC3999,INDEPENDENT RESEARCH,AMST,,BCOL,,001,01223,Dani Joslyn,1,5,B,M 10:10AM-12:00PM,10:10,12:00
AMSTBC3470,Oral History Methods & Praxis in American Studies,AMST,,BCOL,,001,01099,Kimberly Springer,6,15,O,R 2:10PM-4:00PM,14:10,16:00
AMSTBC3200,Feminist Ethnography,AMST,,BCOL,,001,00221,Lisa Jahn,6,15,O,T 12:10PM-2:00PM,12:10,14:00
AMSTBC2001,Third World Studies,AMST,,BCOL,,001,00164,Manu Karuka,19,50,O,MW 2:40PM-3:55PM,14:40,15:55
AMSTBC1111,ELEMENTARY AMERICAN SIGN LANGUAGE I,AMST,,BCOL,,001,01096,Kailyn Aaron-Lozano,13,15,O,MWR 10:10AM-11:25AM,10:10,11:25
AMSTBC1111,ELEMENTARY AMERICAN SIGN LANGUAGE I,AMST,,BCOL,,002,01097,Kailyn Aaron-Lozano,15,15,F,MWR 2:40PM-3:55PM,14:40,15:55
AMSTBC1111,ELEMENTARY AMERICAN SIGN LANGUAGE I,AMST,,BCOL,,003,01160,Kailyn Aaron-Lozano,14,15,O,MWR 4:10PM-5:25PM,16:10,17:25
AMSTBC1030,Everything for Everyone: Social Movements in North America,AMST,,BCOL,,001,01157,Dani Joslyn,3,50,O,MW 8:40AM-9:55AM,08:40,09:55
AMSTW3997,SUPERVISED INDIVIDUAL RESEARCH,AMST,,SAS,,001,20507,Robert L Amdur,,1,O,,,
AMSTW3995,SENIOR THESIS IN AMER STUDIES,AMST,,SAS,,001,19880,Jeremy Dauber,5,5,F,,,
AMSTW3941,"Democracy and De-Democratization, Theory and Practice: The American Case",AMST,,SAS,,001,13524,Jean L Cohen,16,18,O,M 2:10PM-4:00PM,14:10,16:00
AMSTW3935,The Native Northeast,AMST,,SAS,,001,12897,Ryan Carr,11,18,O,W 4:10PM-6:00PM,16:10,18:00
AMSTW3930,TOPICS IN AMERICAN STUDIES,AMST,,SAS,,001,12262,Hilary-Anne Hallett,12,18,O,W 2:10PM-4:00PM,14:10,16:00
AMSTW3930,TOPICS IN AMERICAN STUDIES,AMST,,SAS,,002,12273,John H Mcwhorter,9,18,O,W 12:10PM-2:00PM,12:10,14:00
AMSTW3930,TOPICS IN AMERICAN STUDIES,AMST,,SAS,,003,12341,James Stephen Shapiro,14,18,O,T 10:10AM-12:00PM,10:10,12:00
AMSTW3930,TOPICS IN AMERICAN STUDIES,AMST,,SAS,,004,12342,Benjamin Rosenberg,17,18,O,M 6:10PM-8:00PM,18:10,20:00
AMSTW3930,TOPICS IN AMERICAN STUDIES,AMST,,SAS,,005,12347,Mark Lilla,10,18,O,R 10:10AM-12:00PM,10:10,12:00
AMSTW3920,SENIOR PROJECT COLLOQUIUM,AMST,,SAS,,001,17021,Jeremy Dauber,,10,O,MT 12:10PM-2:00PM,12:10,14:00
AS,ANESTHESIOLOGY RESEARCH,AS  ,,MD,,FAL,16930,,1,99,O,,,
AS,CARDIOTHORACIC-SURG-ICU SUBI,AS  ,,MD,,FAL,16929,,7,99,O,,,
AS,ANESTHESIOLOGY PRECEPTORSHIP,AS  ,,MD,,FAL,16928,,,99,O,,,
AS,ANESTHESIOLOGY PRECEPTORSHIP,AS  ,,MD,,FAL,16927,"Karen Adams, Irene Yacoub",11,99,O,,,
AS,PAIN MANAGEMENT,AS  ,,MD,,FAL,16926,"Karen Adams, Sarita D Martinez",2,99,O,,,
ANESM7201,ANESTHESIOLOGY CLERKSHIP,ANES,,MD,,005,16922,"Kyra R Bernstein, Karen Adams, Irene Yacoub, Elena Quinonez",16,99,O,,,
ANESM7201,ANESTHESIOLOGY CLERKSHIP,ANES,,MD,,006,16923,"Kyra R Bernstein, Karen Adams, Irene Yacoub, Elena Quinonez",14,99,O,,,
ANESM7201,ANESTHESIOLOGY CLERKSHIP,ANES,,MD,,007,16924,"Kyra R Bernstein, Karen Adams, Irene Yacoub, Elena Quinonez",14,99,O,,,
ANESM7201,ANESTHESIOLOGY CLERKSHIP,ANES,,MD,,008,16925,"Kyra R Bernstein, Karen Adams, Irene Yacoub, Elena Quinonez",14,99,O,,,
ANTHV3723,AMERICAN MATERIAL CULTURE,ANTH,,BCOL,,001,00779,Severin Fowles,14,18,O,TR 10:10AM-11:25AM,10:10,11:25
ANTHW3663,The Ancient Table: Archaeology of Cooking and Cuisine,ANTH,,BCOL,,001,00784,Camilla Sturm,15,16,O,W 10:10AM-12:00PM,10:10,12:00
ANTHW3091,Disability,ANTH,,BCOL,,001,00879,Elizabeth M Green,16,14,F,T 2:10PM-4:00PM,14:10,16:00
ANTHV3040,ANTHROPOLOGICAL THEORY,ANTH,,BCOL,,001,00782,"Gina A Jae, Saphe Shamoun",13,15,O,M 10:10AM-12:00PM,10:10,12:00
ANTHV3040,ANTHROPOLOGICAL THEORY,ANTH,,BCOL,,002,00783,"Gina A Jae, Saphe Shamoun",13,15,O,W 12:10PM-2:00PM,12:10,14:00
ANTHBC2012,LAB METHODS ARCHAEOLOGY,ANTH,,BCOL,,001,00778,Severin Fowles,16,16,F,T 4:10PM-6:00PM,16:10,18:00
ANTHV1017,THE ORIGINS OF HUMAN SOCIETY-DISC,ANTH,,BCOL,,001,00786,Noni Stephenson,13,12,F,T 1:10PM-2:00PM,13:10,14:00
ANTHV1017,THE ORIGINS OF HUMAN SOCIETY-DISC,ANTH,,BCOL,,002,00787,Sean Muller,6,12,O,T 3:10PM-4:00PM,15:10,16:00
ANTHV1017,THE ORIGINS OF HUMAN SOCIETY-DISC,ANTH,,BCOL,,003,00788,Noni Stephenson,7,12,O,W 1:10PM-2:00PM,13:10,14:00
ANTHV1017,THE ORIGINS OF HUMAN SOCIETY-DISC,ANTH,,BCOL,,004,00791,Sean Muller,4,12,O,W 1:10PM-2:00PM,13:10,14:00
ANTHV1017,THE ORIGINS OF HUMAN SOCIETY-DISC,ANTH,,BCOL,,005,00789,Elena G Vanasse Torres,4,12,O,R 9:10AM-10:00AM,09:10,10:00
